,country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num,total_bill,tip,sex,smoker,day,time,size,fips,unemp
25,Algeria,Africa,1957.0,45.685,10270856.0,3013.976023,DZA,12.0,17.81,2.34,Male,No,Sat,Dinner,4.0,01051,4.9
26,Algeria,Africa,1962.0,48.303000000000004,11000948.0,2550.81688,DZA,12.0,13.37,2.0,Male,No,Sat,Dinner,2.0,01053,6.7
27,Algeria,Africa,1967.0,51.407,12760499.0,3246.991771,DZA,12.0,12.69,2.0,Male,No,Sat,Dinner,2.0,01055,6.0
28,Algeria,Africa,1972.0,54.518,14760787.0,4182.663766,DZA,12.0,21.7,4.3,Male,No,Sat,Dinner,2.0,01057,7.0
29,Algeria,Africa,1977.0,58.013999999999996,17152804.0,4910.4167560000005,DZA,12.0,19.65,3.0,Female,No,Sat,Dinner,2.0,01059,6.1
30,Algeria,Africa,1982.0,61.368,20033753.0,5745.160213,DZA,12.0,9.55,1.45,Male,No,Sat,Dinner,2.0,01061,5.9
31,Algeria,Africa,1987.0,65.79899999999999,23254956.0,5681.358539,DZA,12.0,18.35,2.5,Male,No,Sat,Dinner,4.0,01063,10.1
32,Algeria,Africa,1992.0,67.744,26298373.0,5023.216647,DZA,12.0,15.06,3.0,Female,No,Sat,Dinner,2.0,01065,7.8
33,Algeria,Africa,1997.0,69.152,29072015.0,4797.295051,DZA,12.0,20.69,2.45,Female,No,Sat,Dinner,4.0,01067,6.6
34,Algeria,Africa,2002.0,70.994,31287142.0,5288.040382,DZA,12.0,17.78,3.27,Male,No,Sat,Dinner,2.0,01069,5.9
35,Algeria,Africa,2007.0,72.301,33333216.0,6223.367465,DZA,12.0,24.06,3.6,Male,No,Sat,Dinner,3.0,01071,6.4
36,Angola,Africa,1952.0,30.015,4232095.0,3520.610273,AGO,24.0,16.31,2.0,Male,No,Sat,Dinner,3.0,01073,5.9
37,Angola,Africa,1957.0,31.999000000000002,4561361.0,3827.9404649999997,AGO,24.0,16.93,3.07,Female,No,Sat,Dinner,3.0,01075,5.7
38,Angola,Africa,1962.0,34.0,4826015.0,4269.276742,AGO,24.0,18.69,2.31,Male,No,Sat,Dinner,3.0,01077,6.4
39,Angola,Africa,1967.0,35.985,5247469.0,5522.776375,AGO,24.0,31.27,5.0,Male,No,Sat,Dinner,3.0,01079,7.0
40,Angola,Africa,1972.0,37.928000000000004,5894858.0,5473.288004999999,AGO,24.0,16.04,2.24,Male,No,Sat,Dinner,3.0,01081,5.3
41,Angola,Africa,1977.0,39.483000000000004,6162675.0,3008.647355,AGO,24.0,17.46,2.54,Male,No,Sun,Dinner,2.0,01083,5.3
42,Angola,Africa,1982.0,39.942,7016384.0,2756.953672,AGO,24.0,13.94,3.06,Male,No,Sun,Dinner,2.0,01085,10.8
43,Angola,Africa,1987.0,39.906,7874230.0,2430.208311,AGO,24.0,9.68,1.32,Male,No,Sun,Dinner,2.0,01087,7.7
44,Angola,Africa,1992.0,40.647,8735988.0,2627.8456850000002,AGO,24.0,30.4,5.6,Male,No,Sun,Dinner,4.0,01089,5.2
45,Angola,Africa,1997.0,40.963,9875024.0,2277.140884,AGO,24.0,18.29,3.0,Male,No,Sun,Dinner,2.0,01091,7.4
46,Angola,Africa,2002.0,41.003,10866106.0,2773.287312,AGO,24.0,22.23,5.0,Male,No,Sun,Dinner,2.0,01093,6.7
47,Angola,Africa,2007.0,42.731,12420476.0,4797.231267,AGO,24.0,32.4,6.0,Male,No,Sun,Dinner,4.0,01095,5.5
48,Argentina,Americas,1952.0,62.485,17876956.0,5911.315053,ARG,32.0,28.55,2.05,Male,No,Sun,Dinner,3.0,01097,6.9
49,Argentina,Americas,1957.0,64.399,19610538.0,6856.856212000001,ARG,32.0,18.04,3.0,Male,No,Sun,Dinner,2.0,01099,9.4
50,Argentina,Americas,1962.0,65.142,21283783.0,7133.166023000001,ARG,32.0,12.54,2.5,Male,No,Sun,Dinner,2.0,01101,5.9
51,Argentina,Americas,1967.0,65.634,22934225.0,8052.953020999999,ARG,32.0,10.29,2.6,Female,No,Sun,Dinner,2.0,01103,5.6
52,Argentina,Americas,1972.0,67.065,24779799.0,9443.038526,ARG,32.0,34.81,5.2,Female,No,Sun,Dinner,4.0,01105,10.6
53,Argentina,Americas,1977.0,68.48100000000001,26983828.0,10079.026740000001,ARG,32.0,9.94,1.56,Male,No,Sun,Dinner,2.0,01107,6.9
54,Argentina,Americas,1982.0,69.942,29341374.0,8997.897412,ARG,32.0,25.56,4.34,Male,No,Sun,Dinner,4.0,01109,6.4
55,Argentina,Americas,1987.0,70.774,31620918.0,9139.671389,ARG,32.0,19.49,3.51,Male,No,Sun,Dinner,2.0,01111,5.7
56,Argentina,Americas,1992.0,71.868,33958947.0,9308.41871,ARG,32.0,38.01,3.0,Male,Yes,Sat,Dinner,4.0,01113,5.6
57,Argentina,Americas,1997.0,73.275,36203463.0,10967.28195,ARG,32.0,26.41,1.5,Female,No,Sat,Dinner,2.0,01115,5.3
58,Argentina,Americas,2002.0,74.34,38331121.0,8797.640716,ARG,32.0,11.24,1.76,Male,Yes,Sat,Dinner,2.0,01117,4.4
59,Argentina,Americas,2007.0,75.32,40301927.0,12779.379640000001,ARG,32.0,48.27,6.73,Male,No,Sat,Dinner,4.0,01119,7.8
60,Australia,Oceania,1952.0,69.12,8691212.0,10039.595640000001,AUS,36.0,20.29,3.21,Male,Yes,Sat,Dinner,2.0,01121,6.8
61,Australia,Oceania,1957.0,70.33,9712569.0,10949.64959,AUS,36.0,13.81,2.0,Male,Yes,Sat,Dinner,2.0,01123,5.6
62,Australia,Oceania,1962.0,70.93,10794968.0,12217.226859999999,AUS,36.0,11.02,1.98,Male,Yes,Sat,Dinner,2.0,01125,5.8
63,Australia,Oceania,1967.0,71.1,11872264.0,14526.12465,AUS,36.0,18.29,3.76,Male,Yes,Sat,Dinner,4.0,01127,7.6
64,Australia,Oceania,1972.0,71.93,13177000.0,16788.62948,AUS,36.0,17.59,2.64,Male,No,Sat,Dinner,3.0,01129,8.7
65,Australia,Oceania,1977.0,73.49,14074100.0,18334.197509999998,AUS,36.0,20.08,3.15,Male,No,Sat,Dinner,3.0,01131,14.7
66,Australia,Oceania,1982.0,74.74,15184200.0,19477.009280000002,AUS,36.0,16.45,2.47,Female,No,Sat,Dinner,2.0,01133,7.3
67,Australia,Oceania,1987.0,76.32,16257249.0,21888.889030000002,AUS,36.0,3.07,1.0,Female,Yes,Sat,Dinner,1.0,02013,2.7
68,Australia,Oceania,1992.0,77.56,17481977.0,23424.76683,AUS,36.0,20.23,2.01,Male,No,Sat,Dinner,2.0,02016,3.3
69,Australia,Oceania,1997.0,78.83,18565243.0,26997.936569999998,AUS,36.0,15.01,2.09,Male,Yes,Sat,Dinner,2.0,02020,5.3
70,Australia,Oceania,2002.0,80.37,19546792.0,30687.75473,AUS,36.0,12.02,1.97,Male,No,Sat,Dinner,2.0,02050,14.1
71,Australia,Oceania,2007.0,81.235,20434176.0,34435.367439999995,AUS,36.0,17.07,3.0,Female,No,Sat,Dinner,3.0,02060,6.9
72,Austria,Europe,1952.0,66.8,6927772.0,6137.076492,AUT,40.0,26.86,3.14,Female,Yes,Sat,Dinner,2.0,02068,8.6
73,Austria,Europe,1957.0,67.48,6965860.0,8842.59803,AUT,40.0,25.28,5.0,Female,Yes,Sat,Dinner,2.0,02070,9.7
74,Austria,Europe,1962.0,69.54,7129864.0,10750.721109999999,AUT,40.0,14.73,2.2,Female,No,Sat,Dinner,2.0,02090,5.7
75,Austria,Europe,1967.0,70.14,7376998.0,12834.6024,AUT,40.0,10.51,1.25,Male,No,Sat,Dinner,2.0,02100,9.8
76,Austria,Europe,1972.0,70.63,7544201.0,16661.6256,AUT,40.0,17.92,3.08,Male,Yes,Sat,Dinner,2.0,02105,11.5
77,Austria,Europe,1977.0,72.17,7568430.0,19749.4223,AUT,40.0,27.2,4.0,Male,No,Thur,Lunch,4.0,02110,4.4
78,Austria,Europe,1982.0,73.18,7574613.0,21597.083619999998,AUT,40.0,22.76,3.0,Male,No,Thur,Lunch,2.0,02122,8.2
79,Austria,Europe,1987.0,74.94,7578903.0,23687.82607,AUT,40.0,17.29,2.71,Male,No,Thur,Lunch,2.0,02130,6.2
80,Austria,Europe,1992.0,76.04,7914969.0,27042.01868,AUT,40.0,19.44,3.0,Male,Yes,Thur,Lunch,2.0,02150,5.0
81,Austria,Europe,1997.0,77.51,8069876.0,29095.920660000003,AUT,40.0,16.66,3.4,Male,No,Thur,Lunch,2.0,02158,21.3
82,Austria,Europe,2002.0,78.98,8148312.0,32417.607689999997,AUT,40.0,10.07,1.83,Female,No,Thur,Lunch,1.0,02164,12.3
83,Austria,Europe,2007.0,79.829,8199783.0,36126.4927,AUT,40.0,32.68,5.0,Male,Yes,Thur,Lunch,2.0,02170,8.1
84,Bahrain,Asia,1952.0,50.93899999999999,120447.0,9867.084765000001,BHR,48.0,15.98,2.03,Male,No,Thur,Lunch,2.0,02180,12.5
85,Bahrain,Asia,1957.0,53.832,138655.0,11635.79945,BHR,48.0,34.83,5.17,Female,No,Thur,Lunch,4.0,02185,6.5
86,Bahrain,Asia,1962.0,56.923,171863.0,12753.27514,BHR,48.0,13.03,2.0,Male,No,Thur,Lunch,2.0,02188,15.7
87,Bahrain,Asia,1967.0,59.923,202182.0,14804.6727,BHR,48.0,18.28,4.0,Male,No,Thur,Lunch,2.0,02195,8.6
88,Bahrain,Asia,1972.0,63.3,230800.0,18268.65839,BHR,48.0,24.71,5.85,Male,No,Thur,Lunch,2.0,02198,11.7
89,Bahrain,Asia,1977.0,65.593,297410.0,19340.10196,BHR,48.0,21.16,3.0,Male,No,Thur,Lunch,2.0,02220,4.3
90,Bahrain,Asia,1982.0,69.05199999999999,377967.0,19211.14731,BHR,48.0,28.97,3.0,Male,Yes,Fri,Dinner,2.0,02230,10.6
91,Bahrain,Asia,1987.0,70.75,454612.0,18524.02406,BHR,48.0,22.49,3.5,Male,No,Fri,Dinner,2.0,02240,10.2
92,Bahrain,Asia,1992.0,72.601,529491.0,19035.579169999997,BHR,48.0,5.75,1.0,Female,Yes,Fri,Dinner,2.0,02261,8.2
93,Bahrain,Asia,1997.0,73.925,598561.0,20292.01679,BHR,48.0,16.32,4.3,Female,Yes,Fri,Dinner,2.0,02275,7.3
94,Bahrain,Asia,2002.0,74.795,656397.0,23403.559269999998,BHR,48.0,22.75,3.25,Female,No,Fri,Dinner,2.0,02282,8.1
95,Bahrain,Asia,2007.0,75.635,708573.0,29796.048339999998,BHR,48.0,40.17,4.73,Male,Yes,Fri,Dinner,4.0,02290,17.2
96,Bangladesh,Asia,1952.0,37.484,46886859.0,684.2441716,BGD,50.0,27.28,4.0,Male,Yes,Fri,Dinner,2.0,04001,11.3
97,Bangladesh,Asia,1957.0,39.348,51365468.0,661.6374577,BGD,50.0,12.03,1.5,Male,Yes,Fri,Dinner,2.0,04003,6.1
98,Bangladesh,Asia,1962.0,41.216,56839289.0,686.3415537999999,BGD,50.0,21.01,3.0,Male,Yes,Fri,Dinner,2.0,04005,5.9
99,Bangladesh,Asia,1967.0,43.453,62821884.0,721.1860862000001,BGD,50.0,12.46,1.5,Male,No,Fri,Dinner,2.0,04007,7.2
100,Bangladesh,Asia,1972.0,45.251999999999995,70759295.0,630.2336265,BGD,50.0,11.35,2.5,Female,Yes,Fri,Dinner,2.0,04009,6.7
101,Bangladesh,Asia,1977.0,46.923,80428306.0,659.8772322000001,BGD,50.0,15.38,3.0,Female,Yes,Fri,Dinner,2.0,04011,7.6
102,Bangladesh,Asia,1982.0,50.00899999999999,93074406.0,676.9818656,BGD,50.0,44.3,2.5,Female,Yes,Sat,Dinner,3.0,04012,6.0
103,Bangladesh,Asia,1987.0,52.818999999999996,103764241.0,751.9794035,BGD,50.0,22.42,3.48,Female,Yes,Sat,Dinner,2.0,04013,4.5
104,Bangladesh,Asia,1992.0,56.018,113704579.0,837.8101642999999,BGD,50.0,20.92,4.08,Female,No,Sat,Dinner,2.0,04015,6.6
105,Bangladesh,Asia,1997.0,59.412,123315288.0,972.7700352,BGD,50.0,15.36,1.64,Male,Yes,Sat,Dinner,2.0,04017,8.1
106,Bangladesh,Asia,2002.0,62.013000000000005,135656790.0,1136.3904300000002,BGD,50.0,20.49,4.06,Male,Yes,Sat,Dinner,2.0,04019,4.9
107,Bangladesh,Asia,2007.0,64.062,150448339.0,1391.253792,BGD,50.0,25.21,4.29,Male,Yes,Sat,Dinner,2.0,04021,5.5
108,Belgium,Europe,1952.0,68.0,8730405.0,8343.105126999999,BEL,56.0,18.24,3.76,Male,No,Sat,Dinner,2.0,04023,9.9
109,Belgium,Europe,1957.0,69.24,8989111.0,9714.960623,BEL,56.0,14.31,4.0,Female,Yes,Sat,Dinner,2.0,04025,4.9
110,Belgium,Europe,1962.0,70.25,9218400.0,10991.20676,BEL,56.0,14.0,3.0,Male,No,Sat,Dinner,2.0,04027,18.6
111,Belgium,Europe,1967.0,70.94,9556500.0,13149.04119,BEL,56.0,7.25,1.0,Female,No,Sat,Dinner,1.0,05001,3.5
112,Belgium,Europe,1972.0,71.44,9709100.0,16672.14356,BEL,56.0,38.07,4.0,Male,No,Sun,Dinner,3.0,05003,6.3
113,Belgium,Europe,1977.0,72.8,9821800.0,19117.97448,BEL,56.0,23.95,2.55,Male,No,Sun,Dinner,2.0,05005,4.3
114,Belgium,Europe,1982.0,73.93,9856303.0,20979.84589,BEL,56.0,25.71,4.0,Female,No,Sun,Dinner,3.0,05007,2.9
115,Belgium,Europe,1987.0,75.35,9870200.0,22525.56308,BEL,56.0,17.31,3.5,Female,No,Sun,Dinner,2.0,05009,3.7
116,Belgium,Europe,1992.0,76.46,10045622.0,25575.57069,BEL,56.0,29.93,5.07,Male,No,Sun,Dinner,4.0,05011,5.2
117,Belgium,Europe,1997.0,77.53,10199787.0,27561.196630000002,BEL,56.0,10.65,1.5,Female,No,Thur,Lunch,2.0,05013,4.7
118,Belgium,Europe,2002.0,78.32,10311970.0,30485.88375,BEL,56.0,12.43,1.8,Female,No,Thur,Lunch,2.0,05015,3.6
119,Belgium,Europe,2007.0,79.441,10392226.0,33692.60508,BEL,56.0,24.08,2.92,Female,No,Thur,Lunch,4.0,05017,6.6
120,Benin,Africa,1952.0,38.223,1738315.0,1062.7522,BEN,204.0,11.69,2.31,Male,No,Thur,Lunch,2.0,05019,4.5
121,Benin,Africa,1957.0,40.358000000000004,1925173.0,959.6010805,BEN,204.0,13.42,1.68,Female,No,Thur,Lunch,2.0,05021,5.7
122,Benin,Africa,1962.0,42.618,2151895.0,949.4990641,BEN,204.0,14.26,2.5,Male,No,Thur,Lunch,2.0,05023,6.0
123,Benin,Africa,1967.0,44.885,2427334.0,1035.831411,BEN,204.0,15.95,2.0,Male,No,Thur,Lunch,2.0,05025,4.6
124,Benin,Africa,1972.0,47.013999999999996,2761407.0,1085.796879,BEN,204.0,12.48,2.52,Female,No,Thur,Lunch,2.0,05027,5.8
125,Benin,Africa,1977.0,49.19,3168267.0,1029.161251,BEN,204.0,29.8,4.2,Female,No,Thur,Lunch,6.0,05029,5.8
126,Benin,Africa,1982.0,50.903999999999996,3641603.0,1277.897616,BEN,204.0,8.52,1.48,Male,No,Thur,Lunch,2.0,05031,3.3
127,Benin,Africa,1987.0,52.336999999999996,4243788.0,1225.85601,BEN,204.0,14.52,2.0,Female,No,Thur,Lunch,2.0,05033,3.9
128,Benin,Africa,1992.0,53.919,4981671.0,1191.207681,BEN,204.0,11.38,2.0,Female,No,Thur,Lunch,2.0,05035,4.6
129,Benin,Africa,1997.0,54.777,6066080.0,1232.975292,BEN,204.0,22.82,2.18,Male,No,Thur,Lunch,3.0,05037,4.5
130,Benin,Africa,2002.0,54.406000000000006,7026113.0,1372.877931,BEN,204.0,19.08,1.5,Male,No,Thur,Lunch,2.0,05039,5.0
131,Benin,Africa,2007.0,56.728,8078314.0,1441.284873,BEN,204.0,20.27,2.83,Female,No,Thur,Lunch,2.0,05041,5.5
132,Bolivia,Americas,1952.0,40.414,2883315.0,2677.3263469999997,BOL,68.0,11.17,1.5,Female,No,Thur,Lunch,2.0,05043,5.8
133,Bolivia,Americas,1957.0,41.89,3211738.0,2127.686326,BOL,68.0,12.26,2.0,Female,No,Thur,Lunch,2.0,05045,3.8
134,Bolivia,Americas,1962.0,43.428000000000004,3593918.0,2180.972546,BOL,68.0,18.26,3.25,Female,No,Thur,Lunch,2.0,05047,4.1
135,Bolivia,Americas,1967.0,45.032,4040665.0,2586.886053,BOL,68.0,8.51,1.25,Female,No,Thur,Lunch,2.0,05049,4.4
136,Bolivia,Americas,1972.0,46.714,4565872.0,2980.331339,BOL,68.0,10.33,2.0,Female,No,Thur,Lunch,2.0,05051,4.3
137,Bolivia,Americas,1977.0,50.023,5079716.0,3548.097832,BOL,68.0,14.15,2.0,Female,No,Thur,Lunch,2.0,05053,3.6
138,Bolivia,Americas,1982.0,53.858999999999995,5642224.0,3156.510452,BOL,68.0,16.0,2.0,Male,Yes,Thur,Lunch,2.0,05055,4.3
139,Bolivia,Americas,1987.0,57.251000000000005,6156369.0,2753.6914899999997,BOL,68.0,13.16,2.75,Female,No,Thur,Lunch,2.0,05057,3.8
140,Bolivia,Americas,1992.0,59.957,6893451.0,2961.699694,BOL,68.0,17.47,3.5,Female,No,Thur,Lunch,2.0,05059,4.0
141,Bolivia,Americas,1997.0,62.05,7693188.0,3326.143191,BOL,68.0,34.3,6.7,Male,No,Thur,Lunch,6.0,05061,3.3
142,Bolivia,Americas,2002.0,63.883,8445134.0,3413.26269,BOL,68.0,41.19,5.0,Male,No,Thur,Lunch,5.0,05063,5.0
143,Bolivia,Americas,2007.0,65.554,9119152.0,3822.1370840000004,BOL,68.0,27.05,5.0,Female,No,Thur,Lunch,6.0,05065,5.6
144,Bosnia and Herzegovina,Europe,1952.0,53.82,2791000.0,973.5331947999999,BIH,70.0,16.43,2.3,Female,No,Thur,Lunch,2.0,05067,6.2
145,Bosnia and Herzegovina,Europe,1957.0,58.45,3076000.0,1353.989176,BIH,70.0,8.35,1.5,Female,No,Thur,Lunch,2.0,05069,5.6
146,Bosnia and Herzegovina,Europe,1962.0,61.93,3349000.0,1709.683679,BIH,70.0,18.64,1.36,Female,No,Thur,Lunch,3.0,05071,4.8
147,Bosnia and Herzegovina,Europe,1967.0,64.79,3585000.0,2172.3524230000003,BIH,70.0,11.87,1.63,Female,No,Thur,Lunch,2.0,05073,5.9
148,Bosnia and Herzegovina,Europe,1972.0,67.45,3819000.0,2860.16975,BIH,70.0,9.78,1.73,Male,No,Thur,Lunch,2.0,05075,4.4
149,Bosnia and Herzegovina,Europe,1977.0,69.86,4086000.0,3528.481305,BIH,70.0,7.51,2.0,Male,No,Thur,Lunch,2.0,05077,4.8
150,Bosnia and Herzegovina,Europe,1982.0,70.69,4172693.0,4126.613157,BIH,70.0,14.07,2.5,Male,No,Sun,Dinner,2.0,05079,4.9
151,Bosnia and Herzegovina,Europe,1987.0,71.14,4338977.0,4314.114757,BIH,70.0,13.13,2.0,Male,No,Sun,Dinner,2.0,05081,4.7
152,Bosnia and Herzegovina,Europe,1992.0,72.178,4256013.0,2546.781445,BIH,70.0,17.26,2.74,Male,No,Sun,Dinner,3.0,05083,4.6
153,Bosnia and Herzegovina,Europe,1997.0,73.244,3607000.0,4766.355904,BIH,70.0,24.55,2.0,Male,No,Sun,Dinner,4.0,05085,3.4
154,Bosnia and Herzegovina,Europe,2002.0,74.09,4165416.0,6018.975239,BIH,70.0,19.77,2.0,Male,No,Sun,Dinner,4.0,05087,3.2
155,Bosnia and Herzegovina,Europe,2007.0,74.852,4552198.0,7446.298803,BIH,70.0,29.85,5.14,Female,No,Sun,Dinner,5.0,05089,4.0
156,Botswana,Africa,1952.0,47.622,442308.0,851.2411407,BWA,72.0,48.17,5.0,Male,No,Sun,Dinner,6.0,05091,4.2
157,Botswana,Africa,1957.0,49.618,474639.0,918.2325348999999,BWA,72.0,25.0,3.75,Female,No,Sun,Dinner,4.0,05093,6.8
158,Botswana,Africa,1962.0,51.52,512764.0,983.6539764,BWA,72.0,13.39,2.61,Female,No,Sun,Dinner,2.0,05095,4.9
159,Botswana,Africa,1967.0,53.298,553541.0,1214.709294,BWA,72.0,16.49,2.0,Male,No,Sun,Dinner,4.0,05097,5.3
160,Botswana,Africa,1972.0,56.023999999999994,619351.0,2263.6111140000003,BWA,72.0,21.5,3.5,Male,No,Sun,Dinner,4.0,05099,3.7
161,Botswana,Africa,1977.0,59.318999999999996,781472.0,3214.857818,BWA,72.0,12.66,2.5,Male,No,Sun,Dinner,2.0,05101,3.9
162,Botswana,Africa,1982.0,61.483999999999995,970347.0,4551.14215,BWA,72.0,16.21,2.0,Female,No,Sun,Dinner,3.0,05103,5.1
163,Botswana,Africa,1987.0,63.622,1151184.0,6205.88385,BWA,72.0,13.81,2.0,Male,No,Sun,Dinner,2.0,05105,4.8
164,Botswana,Africa,1992.0,62.745,1342614.0,7954.111645,BWA,72.0,17.51,3.0,Female,Yes,Sun,Dinner,2.0,05107,5.9
165,Botswana,Africa,1997.0,52.556000000000004,1536536.0,8647.142313,BWA,72.0,24.52,3.48,Male,No,Sun,Dinner,3.0,05109,4.3
166,Botswana,Africa,2002.0,46.63399999999999,1630347.0,11003.60508,BWA,72.0,20.76,2.24,Male,No,Sun,Dinner,2.0,05111,4.3
167,Botswana,Africa,2007.0,50.728,1639131.0,12569.851770000001,BWA,72.0,31.71,4.5,Male,No,Sun,Dinner,4.0,05113,4.9
168,Brazil,Americas,1952.0,50.917,56602560.0,2108.944355,BRA,76.0,10.59,1.61,Female,Yes,Sat,Dinner,2.0,05115,4.6
169,Brazil,Americas,1957.0,53.285,65551171.0,2487.365989,BRA,76.0,10.63,2.0,Female,Yes,Sat,Dinner,2.0,05117,3.9
170,Brazil,Americas,1962.0,55.665,76039390.0,3336.585802,BRA,76.0,50.81,10.0,Male,Yes,Sat,Dinner,3.0,05119,3.6
171,Brazil,Americas,1967.0,57.632,88049823.0,3429.864357,BRA,76.0,15.81,3.16,Male,Yes,Sat,Dinner,2.0,05121,4.7
172,Brazil,Americas,1972.0,59.504,100840058.0,4985.711467,BRA,76.0,7.25,5.15,Male,Yes,Sun,Dinner,2.0,05123,5.2
173,Brazil,Americas,1977.0,61.489,114313951.0,6660.118654,BRA,76.0,31.85,3.18,Male,Yes,Sun,Dinner,2.0,05125,3.2
174,Brazil,Americas,1982.0,63.336000000000006,128962939.0,7030.835878,BRA,76.0,16.82,4.0,Male,Yes,Sun,Dinner,2.0,05127,3.8
175,Brazil,Americas,1987.0,65.205,142938076.0,7807.095818000001,BRA,76.0,32.9,3.11,Male,Yes,Sun,Dinner,2.0,05129,4.5
176,Brazil,Americas,1992.0,67.057,155975974.0,6950.283020999999,BRA,76.0,17.89,2.0,Male,Yes,Sun,Dinner,2.0,05131,3.7
177,Brazil,Americas,1997.0,69.388,168546719.0,7957.980823999999,BRA,76.0,14.48,2.0,Male,Yes,Sun,Dinner,2.0,05133,5.0
178,Brazil,Americas,2002.0,71.006,179914212.0,8131.212843000001,BRA,76.0,9.6,4.0,Female,Yes,Sun,Dinner,2.0,05135,5.5
179,Brazil,Americas,2007.0,72.39,190010647.0,9065.800825,BRA,76.0,34.63,3.55,Male,Yes,Sun,Dinner,2.0,05137,5.2
180,Bulgaria,Europe,1952.0,59.6,7274900.0,2444.2866480000002,BGR,100.0,34.65,3.68,Male,Yes,Sun,Dinner,4.0,05139,5.5
181,Bulgaria,Europe,1957.0,66.61,7651254.0,3008.670727,BGR,100.0,23.33,5.65,Male,Yes,Sun,Dinner,2.0,05141,7.0
182,Bulgaria,Europe,1962.0,69.51,8012946.0,4254.337839,BGR,100.0,45.35,3.5,Male,Yes,Sun,Dinner,3.0,05143,2.7
