,Country Name,Indicator Name,Year,Value
72,East Asia & Pacific (excluding high income),Domestic credit provided by financial sector (% of GDP),1962,
73,East Asia & Pacific (excluding high income),Electric power consumption (kWh per capita),1962,
74,East Asia & Pacific (excluding high income),Energy use (kg of oil equivalent per capita),1962,
75,East Asia & Pacific (excluding high income),Exports of goods and services (% of GDP),1962,6.919595844460001
76,East Asia & Pacific (excluding high income),"Fertility rate, total (births per woman)",1962,6.03860028913
77,East Asia & Pacific (excluding high income),GDP growth (annual %),1962,-0.215937002259
78,East Asia & Pacific (excluding high income),Imports of goods and services (% of GDP),1962,6.035706151880001
79,East Asia & Pacific (excluding high income),"Industry, value added (% of GDP)",1962,29.216751456999997
80,East Asia & Pacific (excluding high income),"Inflation, GDP deflator (annual %)",1962,
81,East Asia & Pacific (excluding high income),"Life expectancy at birth, total (years)",1962,46.620071671800005
82,East Asia & Pacific (excluding high income),Population density (people per sq. km of land area),1962,56.966386772
83,East Asia & Pacific (excluding high income),"Services, etc., value added (% of GDP)",1962,31.026108708600002
84,East Asia & Pacific (IDA & IBRD countries),"Agriculture, value added (% of GDP)",1962,40.2225807366
85,East Asia & Pacific (IDA & IBRD countries),CO2 emissions (metric tons per capita),1962,0.560754345699
86,East Asia & Pacific (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),1962,
87,East Asia & Pacific (IDA & IBRD countries),Electric power consumption (kWh per capita),1962,
88,East Asia & Pacific (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),1962,
89,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (% of GDP),1962,6.919595844460001
90,East Asia & Pacific (IDA & IBRD countries),"Fertility rate, total (births per woman)",1962,6.06991600518
91,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),1962,-0.215937002259
92,East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (% of GDP),1962,6.035706151880001
93,East Asia & Pacific (IDA & IBRD countries),"Industry, value added (% of GDP)",1962,29.216751456999997
94,East Asia & Pacific (IDA & IBRD countries),"Inflation, GDP deflator (annual %)",1962,
95,East Asia & Pacific (IDA & IBRD countries),"Life expectancy at birth, total (years)",1962,46.5510630104
96,East Asia & Pacific (IDA & IBRD countries),Population density (people per sq. km of land area),1962,56.6489330732
97,East Asia & Pacific (IDA & IBRD countries),"Services, etc., value added (% of GDP)",1962,31.026108708600002
98,Euro area,"Agriculture, value added (% of GDP)",1962,
99,Euro area,CO2 emissions (metric tons per capita),1962,
100,Euro area,Domestic credit provided by financial sector (% of GDP),1962,37.6286044559
101,Euro area,Electric power consumption (kWh per capita),1962,1392.42201129
102,Euro area,Energy use (kg of oil equivalent per capita),1962,1566.55425905
103,Euro area,Exports of goods and services (% of GDP),1962,17.9798923508
104,Euro area,"Fertility rate, total (births per woman)",1962,2.63860990563
105,Euro area,GDP growth (annual %),1962,6.389289445599999
106,Euro area,Imports of goods and services (% of GDP),1962,18.5775881372
107,Euro area,"Industry, value added (% of GDP)",1962,
108,Euro area,"Inflation, GDP deflator (annual %)",1962,3.93430633254
109,Euro area,"Life expectancy at birth, total (years)",1962,69.6028154591
110,Euro area,Population density (people per sq. km of land area),1962,102.168520624
111,Euro area,"Services, etc., value added (% of GDP)",1962,
112,Europe & Central Asia,"Agriculture, value added (% of GDP)",1962,
113,Europe & Central Asia,CO2 emissions (metric tons per capita),1962,
114,Europe & Central Asia,Domestic credit provided by financial sector (% of GDP),1962,46.6076607014
115,Europe & Central Asia,Electric power consumption (kWh per capita),1962,
116,Europe & Central Asia,Energy use (kg of oil equivalent per capita),1962,
117,Europe & Central Asia,Exports of goods and services (% of GDP),1962,18.8596110724
118,Europe & Central Asia,"Fertility rate, total (births per woman)",1962,2.80140601693
119,Europe & Central Asia,GDP growth (annual %),1962,
120,Europe & Central Asia,Imports of goods and services (% of GDP),1962,19.6006598562
121,Europe & Central Asia,"Industry, value added (% of GDP)",1962,
122,Europe & Central Asia,"Inflation, GDP deflator (annual %)",1962,
123,Europe & Central Asia,"Life expectancy at birth, total (years)",1962,67.4893155838
124,Europe & Central Asia,Population density (people per sq. km of land area),1962,24.9704389504
125,Europe & Central Asia,"Services, etc., value added (% of GDP)",1962,
126,Europe & Central Asia (excluding high income),"Agriculture, value added (% of GDP)",1962,
127,Europe & Central Asia (excluding high income),CO2 emissions (metric tons per capita),1962,
128,Europe & Central Asia (excluding high income),Domestic credit provided by financial sector (% of GDP),1962,23.00124533
129,Europe & Central Asia (excluding high income),Electric power consumption (kWh per capita),1962,
130,Europe & Central Asia (excluding high income),Energy use (kg of oil equivalent per capita),1962,
131,Europe & Central Asia (excluding high income),Exports of goods and services (% of GDP),1962,
132,Europe & Central Asia (excluding high income),"Fertility rate, total (births per woman)",1962,3.0335410997500003
133,Europe & Central Asia (excluding high income),GDP growth (annual %),1962,
134,Europe & Central Asia (excluding high income),Imports of goods and services (% of GDP),1962,
135,Europe & Central Asia (excluding high income),"Industry, value added (% of GDP)",1962,
136,Europe & Central Asia (excluding high income),"Inflation, GDP deflator (annual %)",1962,
137,Europe & Central Asia (excluding high income),"Life expectancy at birth, total (years)",1962,64.3017848226
138,Europe & Central Asia (excluding high income),Population density (people per sq. km of land area),1962,12.534731168099999
139,Europe & Central Asia (excluding high income),"Services, etc., value added (% of GDP)",1962,
140,Europe & Central Asia (IDA & IBRD countries),"Agriculture, value added (% of GDP)",1962,
141,Europe & Central Asia (IDA & IBRD countries),CO2 emissions (metric tons per capita),1962,
142,Europe & Central Asia (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),1962,23.00124533
143,Europe & Central Asia (IDA & IBRD countries),Electric power consumption (kWh per capita),1962,
144,Europe & Central Asia (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),1962,
145,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (% of GDP),1962,
146,Europe & Central Asia (IDA & IBRD countries),"Fertility rate, total (births per woman)",1962,2.99494440601
147,Europe & Central Asia (IDA & IBRD countries),GDP growth (annual %),1962,
148,Europe & Central Asia (IDA & IBRD countries),Imports of goods and services (% of GDP),1962,
149,Europe & Central Asia (IDA & IBRD countries),"Industry, value added (% of GDP)",1962,
150,Europe & Central Asia (IDA & IBRD countries),"Inflation, GDP deflator (annual %)",1962,
151,Europe & Central Asia (IDA & IBRD countries),"Life expectancy at birth, total (years)",1962,64.62170061350001
152,Europe & Central Asia (IDA & IBRD countries),Population density (people per sq. km of land area),1962,13.837717906300002
153,Europe & Central Asia (IDA & IBRD countries),"Services, etc., value added (% of GDP)",1962,
154,European Union,"Agriculture, value added (% of GDP)",1962,
155,European Union,CO2 emissions (metric tons per capita),1962,6.21118218358
156,European Union,Domestic credit provided by financial sector (% of GDP),1962,44.3390099357
157,European Union,Electric power consumption (kWh per capita),1962,1641.96634832
158,European Union,Energy use (kg of oil equivalent per capita),1962,1869.0381177
159,European Union,Exports of goods and services (% of GDP),1962,18.69929913
160,European Union,"Fertility rate, total (births per woman)",1962,2.59090419097
161,European Union,GDP growth (annual %),1962,5.03156629351
162,European Union,Imports of goods and services (% of GDP),1962,19.2606330094
163,European Union,"Industry, value added (% of GDP)",1962,
164,European Union,"Inflation, GDP deflator (annual %)",1962,
165,European Union,"Life expectancy at birth, total (years)",1962,69.5145683758
166,European Union,Population density (people per sq. km of land area),1962,98.9488025567
167,European Union,"Services, etc., value added (% of GDP)",1962,
168,Fragile and conflict affected situations,"Agriculture, value added (% of GDP)",1962,
169,Fragile and conflict affected situations,CO2 emissions (metric tons per capita),1962,0.285447916359
170,Fragile and conflict affected situations,Domestic credit provided by financial sector (% of GDP),1962,14.7629661812
171,Fragile and conflict affected situations,Electric power consumption (kWh per capita),1962,
172,Fragile and conflict affected situations,Energy use (kg of oil equivalent per capita),1962,
173,Fragile and conflict affected situations,Exports of goods and services (% of GDP),1962,
174,Fragile and conflict affected situations,"Fertility rate, total (births per woman)",1962,6.632275168
175,Fragile and conflict affected situations,GDP growth (annual %),1962,
176,Fragile and conflict affected situations,Imports of goods and services (% of GDP),1962,
177,Fragile and conflict affected situations,"Industry, value added (% of GDP)",1962,
178,Fragile and conflict affected situations,"Inflation, GDP deflator (annual %)",1962,
179,Fragile and conflict affected situations,"Life expectancy at birth, total (years)",1962,41.936078922600004
180,Fragile and conflict affected situations,Population density (people per sq. km of land area),1962,8.44095168403
181,Fragile and conflict affected situations,"Services, etc., value added (% of GDP)",1962,
182,Heavily indebted poor countries (HIPC),"Agriculture, value added (% of GDP)",1962,
183,Heavily indebted poor countries (HIPC),CO2 emissions (metric tons per capita),1962,0.123188012667
184,Heavily indebted poor countries (HIPC),Domestic credit provided by financial sector (% of GDP),1962,9.16389738515
185,Heavily indebted poor countries (HIPC),Electric power consumption (kWh per capita),1962,
186,Heavily indebted poor countries (HIPC),Energy use (kg of oil equivalent per capita),1962,
187,Heavily indebted poor countries (HIPC),Exports of goods and services (% of GDP),1962,18.188196258199998
188,Heavily indebted poor countries (HIPC),"Fertility rate, total (births per woman)",1962,6.74367372901
189,Heavily indebted poor countries (HIPC),GDP growth (annual %),1962,6.894541309380001
190,Heavily indebted poor countries (HIPC),Imports of goods and services (% of GDP),1962,21.0289126827
191,Heavily indebted poor countries (HIPC),"Industry, value added (% of GDP)",1962,
192,Heavily indebted poor countries (HIPC),"Inflation, GDP deflator (annual %)",1962,2.48595550992
193,Heavily indebted poor countries (HIPC),"Life expectancy at birth, total (years)",1962,40.4194539613
194,Heavily indebted poor countries (HIPC),Population density (people per sq. km of land area),1962,8.622484235349999
195,Heavily indebted poor countries (HIPC),"Services, etc., value added (% of GDP)",1962,
196,High income,"Agriculture, value added (% of GDP)",1962,
197,High income,CO2 emissions (metric tons per capita),1962,7.82997726503
198,High income,Domestic credit provided by financial sector (% of GDP),1962,82.8547064002
199,High income,Electric power consumption (kWh per capita),1962,2545.23146285
200,High income,Energy use (kg of oil equivalent per capita),1962,2913.42527159
201,High income,Exports of goods and services (% of GDP),1962,12.877313463
202,High income,"Fertility rate, total (births per woman)",1962,2.96349510726
203,High income,GDP growth (annual %),1962,5.87285481018
204,High income,Imports of goods and services (% of GDP),1962,13.252244035899999
205,High income,"Industry, value added (% of GDP)",1962,
206,High income,"Inflation, GDP deflator (annual %)",1962,
207,High income,"Life expectancy at birth, total (years)",1962,68.8475229673
208,High income,Population density (people per sq. km of land area),1962,22.297839823
209,High income,"Services, etc., value added (% of GDP)",1962,
210,IBRD only,"Agriculture, value added (% of GDP)",1962,34.6741376923
211,IBRD only,CO2 emissions (metric tons per capita),1962,1.13652715906
212,IBRD only,Domestic credit provided by financial sector (% of GDP),1962,
213,IBRD only,Electric power consumption (kWh per capita),1962,
214,IBRD only,Energy use (kg of oil equivalent per capita),1962,
215,IBRD only,Exports of goods and services (% of GDP),1962,8.338509162689999
216,IBRD only,"Fertility rate, total (births per woman)",1962,5.4944322563800005
217,IBRD only,GDP growth (annual %),1962,3.6555936509800007
218,IBRD only,Imports of goods and services (% of GDP),1962,8.19604234354
219,IBRD only,"Industry, value added (% of GDP)",1962,28.481684634
220,IBRD only,"Inflation, GDP deflator (annual %)",1962,
221,IBRD only,"Life expectancy at birth, total (years)",1962,49.40421599890001
222,IBRD only,Population density (people per sq. km of land area),1962,28.284280960100002
223,IBRD only,"Services, etc., value added (% of GDP)",1962,36.5780360872
224,IDA & IBRD total,"Agriculture, value added (% of GDP)",1962,35.211278121599996
225,IDA & IBRD total,CO2 emissions (metric tons per capita),1962,0.965995841157
226,IDA & IBRD total,Domestic credit provided by financial sector (% of GDP),1962,21.404794415599998
227,IDA & IBRD total,Electric power consumption (kWh per capita),1962,
228,IDA & IBRD total,Energy use (kg of oil equivalent per capita),1962,
229,IDA & IBRD total,Exports of goods and services (% of GDP),1962,8.71233811745
230,IDA & IBRD total,"Fertility rate, total (births per woman)",1962,5.702685923230001
231,IDA & IBRD total,GDP growth (annual %),1962,3.87333174624
232,IDA & IBRD total,Imports of goods and services (% of GDP),1962,8.72712903536
233,IDA & IBRD total,"Industry, value added (% of GDP)",1962,
234,IDA & IBRD total,"Inflation, GDP deflator (annual %)",1962,
235,IDA & IBRD total,"Life expectancy at birth, total (years)",1962,48.5301727589
236,IDA & IBRD total,Population density (people per sq. km of land area),1962,24.800808079499998
237,IDA & IBRD total,"Services, etc., value added (% of GDP)",1962,
238,IDA blend,"Agriculture, value added (% of GDP)",1962,
239,IDA blend,CO2 emissions (metric tons per capita),1962,0.380231077993
240,IDA blend,Domestic credit provided by financial sector (% of GDP),1962,19.6453330531
241,IDA blend,Electric power consumption (kWh per capita),1962,
242,IDA blend,Energy use (kg of oil equivalent per capita),1962,
243,IDA blend,Exports of goods and services (% of GDP),1962,
244,IDA blend,"Fertility rate, total (births per woman)",1962,6.34627388581
245,IDA blend,GDP growth (annual %),1962,4.12401453213
246,IDA blend,Imports of goods and services (% of GDP),1962,
247,IDA blend,"Industry, value added (% of GDP)",1962,
248,IDA blend,"Inflation, GDP deflator (annual %)",1962,0.469617819433
249,IDA blend,"Life expectancy at birth, total (years)",1962,48.9768436623
250,IDA blend,Population density (people per sq. km of land area),1962,25.059254169299997
251,IDA blend,"Services, etc., value added (% of GDP)",1962,
252,IDA only,"Agriculture, value added (% of GDP)",1962,
253,IDA only,CO2 emissions (metric tons per capita),1962,0.143113788976
254,IDA only,Domestic credit provided by financial sector (% of GDP),1962,
255,IDA only,Electric power consumption (kWh per capita),1962,
256,IDA only,Energy use (kg of oil equivalent per capita),1962,
257,IDA only,Exports of goods and services (% of GDP),1962,
258,IDA only,"Fertility rate, total (births per woman)",1962,6.73504404724
259,IDA only,GDP growth (annual %),1962,6.78254439481
260,IDA only,Imports of goods and services (% of GDP),1962,
261,IDA only,"Industry, value added (% of GDP)",1962,
262,IDA only,"Inflation, GDP deflator (annual %)",1962,
263,IDA only,"Life expectancy at birth, total (years)",1962,42.2791710945
264,IDA only,Population density (people per sq. km of land area),1962,13.416935075
265,IDA only,"Services, etc., value added (% of GDP)",1962,
266,IDA total,"Agriculture, value added (% of GDP)",1962,
267,IDA total,CO2 emissions (metric tons per capita),1962,0.237643137889
268,IDA total,Domestic credit provided by financial sector (% of GDP),1962,15.9164985203
269,IDA total,Electric power consumption (kWh per capita),1962,
270,IDA total,Energy use (kg of oil equivalent per capita),1962,
271,IDA total,Exports of goods and services (% of GDP),1962,
272,IDA total,"Fertility rate, total (births per woman)",1962,6.589375360569999
273,IDA total,GDP growth (annual %),1962,5.4545905161800015
274,IDA total,Imports of goods and services (% of GDP),1962,
275,IDA total,"Industry, value added (% of GDP)",1962,
276,IDA total,"Inflation, GDP deflator (annual %)",1962,
277,IDA total,"Life expectancy at birth, total (years)",1962,44.820662595
278,IDA total,Population density (people per sq. km of land area),1962,16.2814472862
279,IDA total,"Services, etc., value added (% of GDP)",1962,
280,Late-demographic dividend,"Agriculture, value added (% of GDP)",1962,33.4837436161
281,Late-demographic dividend,CO2 emissions (metric tons per capita),1962,1.34297911486
282,Late-demographic dividend,Domestic credit provided by financial sector (% of GDP),1962,
283,Late-demographic dividend,Electric power consumption (kWh per capita),1962,
284,Late-demographic dividend,Energy use (kg of oil equivalent per capita),1962,
285,Late-demographic dividend,Exports of goods and services (% of GDP),1962,7.587388409189999
286,Late-demographic dividend,"Fertility rate, total (births per woman)",1962,5.321042724090001
287,Late-demographic dividend,GDP growth (annual %),1962,3.2814245382
288,Late-demographic dividend,Imports of goods and services (% of GDP),1962,7.4983921969
289,Late-demographic dividend,"Industry, value added (% of GDP)",1962,31.4626111132
290,Late-demographic dividend,"Inflation, GDP deflator (annual %)",1962,
291,Late-demographic dividend,"Life expectancy at birth, total (years)",1962,51.171937401899996
292,Late-demographic dividend,Population density (people per sq. km of land area),1962,25.0503071863
293,Late-demographic dividend,"Services, etc., value added (% of GDP)",1962,35.0477841021
294,Latin America & Caribbean,"Agriculture, value added (% of GDP)",1962,
295,Latin America & Caribbean,CO2 emissions (metric tons per capita),1962,1.35454450523
296,Latin America & Caribbean,Domestic credit provided by financial sector (% of GDP),1962,22.1865633579
297,Latin America & Caribbean,Electric power consumption (kWh per capita),1962,
298,Latin America & Caribbean,Energy use (kg of oil equivalent per capita),1962,
299,Latin America & Caribbean,Exports of goods and services (% of GDP),1962,10.0921648085
300,Latin America & Caribbean,"Fertility rate, total (births per woman)",1962,5.942396391390001
301,Latin America & Caribbean,GDP growth (annual %),1962,4.83300561552
302,Latin America & Caribbean,Imports of goods and services (% of GDP),1962,10.9175885343
303,Latin America & Caribbean,"Industry, value added (% of GDP)",1962,
304,Latin America & Caribbean,"Inflation, GDP deflator (annual %)",1962,3.0128553157200004
305,Latin America & Caribbean,"Life expectancy at birth, total (years)",1962,57.000082881800004
306,Latin America & Caribbean,Population density (people per sq. km of land area),1962,11.618291185899999
307,Latin America & Caribbean,"Services, etc., value added (% of GDP)",1962,
308,Latin America & Caribbean (excluding high income),"Agriculture, value added (% of GDP)",1962,
309,Latin America & Caribbean (excluding high income),CO2 emissions (metric tons per capita),1962,1.29091743828
310,Latin America & Caribbean (excluding high income),Domestic credit provided by financial sector (% of GDP),1962,21.864678260999998
311,Latin America & Caribbean (excluding high income),Electric power consumption (kWh per capita),1962,
312,Latin America & Caribbean (excluding high income),Energy use (kg of oil equivalent per capita),1962,
313,Latin America & Caribbean (excluding high income),Exports of goods and services (% of GDP),1962,9.23742039629
314,Latin America & Caribbean (excluding high income),"Fertility rate, total (births per woman)",1962,6.04353495726
315,Latin America & Caribbean (excluding high income),GDP growth (annual %),1962,4.86876099295
316,Latin America & Caribbean (excluding high income),Imports of goods and services (% of GDP),1962,9.77322768685
317,Latin America & Caribbean (excluding high income),"Industry, value added (% of GDP)",1962,
318,Latin America & Caribbean (excluding high income),"Inflation, GDP deflator (annual %)",1962,2.83535326928
319,Latin America & Caribbean (excluding high income),"Life expectancy at birth, total (years)",1962,56.632426295600006
320,Latin America & Caribbean (excluding high income),Population density (people per sq. km of land area),1962,11.4246191919
321,Latin America & Caribbean (excluding high income),"Services, etc., value added (% of GDP)",1962,
322,Latin America & the Caribbean (IDA & IBRD countries),"Agriculture, value added (% of GDP)",1962,
323,Latin America & the Caribbean (IDA & IBRD countries),CO2 emissions (metric tons per capita),1962,1.32912433646
324,Latin America & the Caribbean (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),1962,22.1865633579
325,Latin America & the Caribbean (IDA & IBRD countries),Electric power consumption (kWh per capita),1962,
326,Latin America & the Caribbean (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),1962,
327,Latin America & the Caribbean (IDA & IBRD countries),Exports of goods and services (% of GDP),1962,9.61786347044
328,Latin America & the Caribbean (IDA & IBRD countries),"Fertility rate, total (births per woman)",1962,6.01462187028
329,Latin America & the Caribbean (IDA & IBRD countries),GDP growth (annual %),1962,4.75330469964
330,Latin America & the Caribbean (IDA & IBRD countries),Imports of goods and services (% of GDP),1962,10.2092828943
331,Latin America & the Caribbean (IDA & IBRD countries),"Industry, value added (% of GDP)",1962,
332,Latin America & the Caribbean (IDA & IBRD countries),"Inflation, GDP deflator (annual %)",1962,3.0128553157200004
333,Latin America & the Caribbean (IDA & IBRD countries),"Life expectancy at birth, total (years)",1962,56.581993814499995
334,Latin America & the Caribbean (IDA & IBRD countries),Population density (people per sq. km of land area),1962,11.1668846634
335,Latin America & the Caribbean (IDA & IBRD countries),"Services, etc., value added (% of GDP)",1962,
336,Least developed countries: UN classification,"Agriculture, value added (% of GDP)",1962,
337,Least developed countries: UN classification,CO2 emissions (metric tons per capita),1962,0.105871831198
338,Least developed countries: UN classification,Domestic credit provided by financial sector (% of GDP),1962,
339,Least developed countries: UN classification,Electric power consumption (kWh per capita),1962,
340,Least developed countries: UN classification,Energy use (kg of oil equivalent per capita),1962,
341,Least developed countries: UN classification,Exports of goods and services (% of GDP),1962,
342,Least developed countries: UN classification,"Fertility rate, total (births per woman)",1962,6.69056719625
343,Least developed countries: UN classification,GDP growth (annual %),1962,
344,Least developed countries: UN classification,Imports of goods and services (% of GDP),1962,
345,Least developed countries: UN classification,"Industry, value added (% of GDP)",1962,
346,Least developed countries: UN classification,"Inflation, GDP deflator (annual %)",1962,
347,Least developed countries: UN classification,"Life expectancy at birth, total (years)",1962,41.1928855841
348,Least developed countries: UN classification,Population density (people per sq. km of land area),1962,12.5195029153
349,Least developed countries: UN classification,"Services, etc., value added (% of GDP)",1962,
350,Low & middle income,"Agriculture, value added (% of GDP)",1962,35.5772411533
351,Low & middle income,CO2 emissions (metric tons per capita),1962,0.84898678824
352,Low & middle income,Domestic credit provided by financial sector (% of GDP),1962,
353,Low & middle income,Electric power consumption (kWh per capita),1962,
354,Low & middle income,Energy use (kg of oil equivalent per capita),1962,
355,Low & middle income,Exports of goods and services (% of GDP),1962,8.59211573566
356,Low & middle income,"Fertility rate, total (births per woman)",1962,5.742035481619999
357,Low & middle income,GDP growth (annual %),1962,3.90212807046
358,Low & middle income,Imports of goods and services (% of GDP),1962,8.582516738130003
359,Low & middle income,"Industry, value added (% of GDP)",1962,27.7758560977
360,Low & middle income,"Inflation, GDP deflator (annual %)",1962,
361,Low & middle income,"Life expectancy at birth, total (years)",1962,48.2624022762
362,Low & middle income,Population density (people per sq. km of land area),1962,24.792960636799997
363,Low & middle income,"Services, etc., value added (% of GDP)",1962,36.507620883499996
364,Low income,"Agriculture, value added (% of GDP)",1962,
365,Low income,CO2 emissions (metric tons per capita),1962,
366,Low income,Domestic credit provided by financial sector (% of GDP),1962,7.69721054866
367,Low income,Electric power consumption (kWh per capita),1962,
368,Low income,Energy use (kg of oil equivalent per capita),1962,
369,Low income,Exports of goods and services (% of GDP),1962,
370,Low income,"Fertility rate, total (births per woman)",1962,6.48639086075
371,Low income,GDP growth (annual %),1962,
372,Low income,Imports of goods and services (% of GDP),1962,
373,Low income,"Industry, value added (% of GDP)",1962,
374,Low income,"Inflation, GDP deflator (annual %)",1962,2.01037156929
375,Low income,"Life expectancy at birth, total (years)",1962,39.8777345906
376,Low income,Population density (people per sq. km of land area),1962,12.0694599289
377,Low income,"Services, etc., value added (% of GDP)",1962,
378,Lower middle income,"Agriculture, value added (% of GDP)",1962,44.121268971199996
379,Lower middle income,CO2 emissions (metric tons per capita),1962,0.415375260948
380,Lower middle income,Domestic credit provided by financial sector (% of GDP),1962,22.1611220375
381,Lower middle income,Electric power consumption (kWh per capita),1962,
382,Lower middle income,Energy use (kg of oil equivalent per capita),1962,
383,Lower middle income,Exports of goods and services (% of GDP),1962,8.52330060872
384,Lower middle income,"Fertility rate, total (births per woman)",1962,5.93217502222
385,Lower middle income,GDP growth (annual %),1962,3.5724856353699987
386,Lower middle income,Imports of goods and services (% of GDP),1962,10.165380385499999
387,Lower middle income,"Industry, value added (% of GDP)",1962,18.8420127005
388,Lower middle income,"Inflation, GDP deflator (annual %)",1962,
389,Lower middle income,"Life expectancy at birth, total (years)",1962,46.7459146339
